,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
54,2,2022-06-01 00:18:20,2022-06-01 00:35:16,1,7.51,1,N,132,63,2,23.5,0.5,0.5,0,0,0.3,26.05,0,1.25
55,2,2022-06-01 00:05:03,2022-06-01 00:13:49,1,1.75,1,N,143,48,1,8.5,0.5,0.5,3.08,0,0.3,15.38,2.5,0
56,1,2022-06-01 00:11:25,2022-06-01 00:36:24,0,11.3,1,N,138,132,1,33.5,1.75,0.5,7.2,0,0.3,43.25,0,1.25
57,2,2022-06-01 00:06:20,2022-06-01 00:49:09,1,20.82,2,N,132,238,1,52,0,0.5,4,6.55,0.3,67.1,2.5,1.25
58,1,2022-06-01 00:01:56,2022-06-01 00:09:29,2,1.6,1,N,229,100,2,7.5,3,0.5,0,0,0.3,11.3,2.5,0
59,2,2022-06-01 00:12:54,2022-06-01 00:32:51,1,4,1,N,141,152,2,16.5,0.5,0.5,0,0,0.3,20.3,2.5,0
60,2,2022-06-01 00:38:55,2022-06-01 00:44:25,1,1.17,1,N,41,238,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5,0
61,2,2022-06-01 00:54:02,2022-06-01 00:59:44,1,1.05,1,N,43,141,2,6,0.5,0.5,0,0,0.3,9.8,2.5,0
62,1,2022-06-01 00:02:54,2022-06-01 00:14:19,2,1.8,1,N,114,45,2,9.5,3,0.5,0,0,0.3,13.3,2.5,0
63,2,2022-06-01 00:32:02,2022-06-01 00:36:38,1,1.42,1,N,137,162,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5,0
64,1,2022-06-01 00:05:27,2022-06-01 00:24:13,1,6.7,1,N,50,42,2,21.5,3,0.5,0,0,0.3,25.3,2.5,0
65,1,2022-06-01 00:13:00,2022-06-01 00:18:09,1,0.6,1,N,170,234,1,4.5,3,0.5,2,0,0.3,10.3,2.5,0
66,1,2022-06-01 00:20:02,2022-06-01 00:28:12,1,2.2,1,N,234,229,1,8.5,3,0.5,2.46,0,0.3,14.76,2.5,0
67,2,2022-06-01 00:19:16,2022-06-01 00:38:18,1,10.3,1,N,138,33,1,29.5,0.5,0.5,6.41,0,0.3,38.46,0,1.25
68,2,2022-06-01 00:00:57,2022-06-01 00:14:42,1,7.3,1,N,264,256,1,21.5,0.5,0.5,5.7,0,0.3,29.75,0,1.25
69,2,2022-06-01 00:14:28,2022-06-01 00:26:57,1,3.18,1,N,234,261,1,11.5,0.5,0.5,4.59,0,0.3,19.89,2.5,0
70,2,2022-06-01 00:46:36,2022-06-01 01:07:45,1,2.75,1,N,114,164,2,14.5,0.5,0.5,0,0,0.3,18.3,2.5,0
71,2,2022-06-01 00:23:20,2022-06-01 00:38:08,5,6.35,1,N,132,205,1,20,0.5,0.5,4.51,0,0.3,27.06,0,1.25
72,2,2022-06-01 00:00:22,2022-06-01 00:16:10,1,3.52,1,N,114,50,2,14,0.5,0.5,0,0,0.3,17.8,2.5,0
73,1,2022-06-01 00:01:24,2022-06-01 00:22:57,2,5.6,1,N,148,239,1,19.5,3,0.5,4.65,0,0.3,27.95,2.5,0
74,1,2022-06-01 00:27:40,2022-06-01 00:31:01,1,1.2,1,N,239,24,1,5.5,3,0.5,1.5,0,0.3,10.8,2.5,0
75,1,2022-06-01 00:39:23,2022-06-01 00:43:20,1,1,1,N,238,75,1,5.5,0.5,0.5,1.35,0,0.3,8.15,0,0
76,2,2022-06-01 00:04:07,2022-06-01 00:18:12,1,5.93,1,N,230,152,1,19,0.5,0.5,4.56,0,0.3,27.36,2.5,0
77,2,2022-06-01 00:01:48,2022-06-01 00:06:50,1,1.39,1,N,237,161,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5,0
78,2,2022-06-01 00:11:38,2022-06-01 00:17:58,1,0.84,1,N,164,137,2,6,0.5,0.5,0,0,0.3,9.8,2.5,0
79,2,2022-06-01 00:16:51,2022-06-01 00:33:29,1,3.4,1,N,48,262,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5,0
80,2,2022-06-01 00:09:29,2022-06-01 00:42:37,1,12.33,1,N,138,231,1,37.5,0.5,0.5,11.96,6.55,0.3,61.06,2.5,1.25
81,2,2022-06-01 00:49:48,2022-06-01 00:59:20,1,1.46,1,N,158,144,1,8,0.5,0.5,2.95,0,0.3,14.75,2.5,0
82,1,2022-06-01 00:03:36,2022-06-01 00:20:11,1,5,1,N,50,74,1,16.5,3,0.5,4.05,0,0.3,24.35,2.5,0
83,1,2022-06-01 00:28:32,2022-06-01 00:38:25,1,2,1,N,236,74,2,9.5,3,0.5,0,0,0.3,13.3,2.5,0
84,1,2022-06-01 00:49:45,2022-06-01 00:57:21,1,2.6,1,N,162,68,1,9,3,0.5,2.55,0,0.3,15.35,2.5,0
85,2,2022-06-01 00:35:12,2022-06-01 00:40:04,2,1.01,1,N,231,158,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5,0
86,2,2022-06-01 00:47:40,2022-06-01 00:58:55,2,2.93,1,N,90,261,1,11,0.5,0.5,3.7,0,0.3,18.5,2.5,0
87,1,2022-06-01 00:28:50,2022-06-01 00:44:51,1,4.2,1,N,158,238,1,14.5,3,0.5,3.65,0,0.3,21.95,2.5,0
88,1,2022-06-01 00:53:54,2022-06-01 01:08:35,1,4.1,1,N,43,152,1,14.5,3,0.5,3.65,0,0.3,21.95,2.5,0
89,2,2022-06-01 00:04:30,2022-06-01 00:32:53,1,6.35,1,N,264,264,1,22.5,0.5,0.5,7.89,0,0.3,34.19,2.5,0
90,2,2022-06-01 00:33:51,2022-06-01 00:45:23,1,3.19,1,N,237,90,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5,0
91,2,2022-06-01 00:56:01,2022-06-01 01:10:56,1,2.81,1,N,163,113,1,12.5,0.5,0.5,2.44,0,0.3,18.74,2.5,0
92,1,2022-06-01 00:07:35,2022-06-01 00:13:05,3,0.6,1,N,125,249,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5,0
93,1,2022-06-01 00:37:49,2022-06-01 00:44:00,1,0.9,1,Y,144,79,1,6,3,0.5,1.95,0,0.3,11.75,2.5,0
94,2,2022-06-01 00:12:14,2022-06-01 00:16:46,1,1.01,1,N,140,229,1,5.5,0.5,0.5,2.79,0,0.3,12.09,2.5,0
95,2,2022-06-01 00:04:35,2022-06-01 00:18:47,1,4.46,1,N,132,10,2,15,0.5,0.5,0,0,0.3,17.55,0,1.25
96,2,2022-06-01 00:53:56,2022-06-01 01:23:38,1,21.88,2,N,132,243,2,52,0,0.5,0,6.55,0.3,60.6,0,1.25
97,1,2022-06-01 00:55:17,2022-06-01 01:03:58,1,2.1,1,Y,113,186,2,9,3,0.5,0,0,0.3,12.8,2.5,0
98,2,2022-06-01 00:22:49,2022-06-01 00:27:13,2,0.77,1,N,142,143,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5,0
99,2,2022-06-01 00:33:18,2022-06-01 00:37:35,2,1.29,1,N,142,48,1,6,0.5,0.5,0.98,0,0.3,10.78,2.5,0
100,2,2022-06-01 00:59:15,2022-06-01 01:06:50,1,1.93,1,N,90,231,1,8,0.5,0.5,2.95,0,0.3,14.75,2.5,0
101,2,2022-06-01 00:01:54,2022-06-01 00:23:44,1,6.48,1,N,79,74,1,20.5,0.5,0.5,4.86,0,0.3,29.16,2.5,0
102,2,2022-06-01 00:36:18,2022-06-01 00:40:27,1,0.52,1,N,263,262,1,4.5,0.5,0.5,0.83,0,0.3,9.13,2.5,0
103,2,2022-06-01 00:12:51,2022-06-01 00:22:28,1,2.66,1,N,163,151,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5,0
104,1,2022-06-01 00:06:44,2022-06-01 00:21:27,1,6.8,1,N,132,28,1,21,1.75,0.5,1,0,0.3,24.55,0,1.25
105,2,2022-06-01 00:07:28,2022-06-01 00:21:28,1,6.88,1,N,138,233,1,21.5,0.5,0.5,6.62,6.55,0.3,39.72,2.5,1.25
106,2,2022-06-01 00:27:09,2022-06-01 00:31:58,1,1.41,1,N,137,79,1,6,0.5,0.5,0.5,0,0.3,10.3,2.5,0
107,1,2022-06-01 00:13:32,2022-06-01 00:28:55,1,3.5,1,N,68,239,1,13.5,3,0.5,2,0,0.3,19.3,2.5,0
108,1,2022-06-01 00:35:30,2022-06-01 00:42:06,1,1.7,1,N,239,230,1,7.5,3,0.5,2.8,0,0.3,14.1,2.5,0
109,1,2022-06-01 00:46:49,2022-06-01 01:03:23,2,4.2,1,N,230,7,2,15.5,3,0.5,0,0,0.3,19.3,2.5,0
110,1,2022-06-01 00:06:40,2022-06-01 00:18:57,1,3.4,1,N,113,256,1,13,3,0.5,3,0,0.3,19.8,2.5,0
111,1,2022-06-01 00:03:43,2022-06-01 00:06:29,1,0.5,1,N,113,79,2,4,3,0.5,0,0,0.3,7.8,2.5,0
112,1,2022-06-01 00:14:24,2022-06-01 00:31:27,1,4.3,1,N,211,181,2,16.5,3,0.5,0,0,0.3,20.3,2.5,0
113,2,2022-06-01 00:20:25,2022-06-01 00:26:29,1,2.04,1,N,162,237,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5,0
114,2,2022-06-01 00:22:01,2022-06-01 00:28:18,2,2.36,1,N,142,166,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5,0
115,2,2022-06-01 00:31:16,2022-06-01 00:40:22,2,1.83,1,N,151,152,1,9,0.5,0.5,2.58,0,0.3,12.88,0,0
116,2,2022-06-01 00:14:19,2022-06-01 00:21:05,1,2.11,1,N,162,234,1,8,0.5,0.5,1,0,0.3,12.8,2.5,0
117,2,2022-06-01 00:26:20,2022-06-01 00:35:52,1,2.57,1,N,144,66,1,10.5,0.5,0.5,1.5,0,0.3,15.8,2.5,0
118,2,2022-06-01 00:50:10,2022-06-01 01:07:11,2,6.35,1,N,79,74,1,19.5,0.5,0.5,4.66,0,0.3,27.96,2.5,0
119,2,2022-06-01 00:05:34,2022-06-01 00:08:46,1,0.56,1,N,211,231,1,4.5,0.5,0.5,2.49,0,0.3,10.79,2.5,0
120,2,2022-06-01 00:15:53,2022-06-01 00:49:41,1,15.61,1,N,138,133,2,45,0.5,0.5,0,0,0.3,47.55,0,1.25
121,2,2022-06-01 00:03:24,2022-06-01 00:43:21,1,18.44,2,N,132,68,1,52,0,0.5,12.37,6.55,0.3,75.47,2.5,1.25
122,2,2022-06-01 00:33:50,2022-06-01 00:48:51,2,4.78,1,Y,146,79,1,15.5,0.5,0.5,2.5,0,0.3,21.8,2.5,0
123,2,2022-06-01 00:39:51,2022-06-01 01:02:57,1,16.54,2,N,132,233,1,52,0,0.5,12.62,6.55,0.3,75.72,2.5,1.25
124,2,2022-06-01 00:04:28,2022-06-01 00:25:43,1,6.17,1,N,113,151,1,20,0.5,0.5,2,0,0.3,25.8,2.5,0
125,1,2022-06-01 00:14:44,2022-06-01 00:44:02,1,17.3,2,N,132,170,1,52,3.75,0.5,10,6.55,0.3,73.1,2.5,1.25
126,2,2022-06-01 00:10:11,2022-06-01 00:33:23,1,9.21,1,N,138,216,2,28,0.5,0.5,0,0,0.3,30.55,0,1.25
127,2,2022-06-01 00:18:02,2022-06-01 00:51:18,1,17.51,2,N,132,162,1,52,0,0.5,18.56,6.55,0.3,80.41,2.5,0
128,2,2022-06-01 00:56:37,2022-06-01 01:05:01,1,2.31,1,N,163,262,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5,0
129,2,2022-06-01 00:17:04,2022-06-01 00:30:38,1,2.8,1,N,261,107,1,12,0.5,0.5,3,0,0.3,18.8,2.5,0
130,2,2022-06-01 00:00:58,2022-06-01 00:38:56,1,19.79,2,N,132,62,1,52,0,0.5,10.81,0,0.3,64.86,0,1.25
131,2,2022-06-01 00:57:16,2022-06-01 01:12:10,2,9.19,1,N,264,107,1,25,0.5,0.5,3,6.55,0.3,39.6,2.5,1.25
132,1,2022-06-01 00:28:24,2022-06-01 00:30:45,1,0.4,1,N,230,230,1,3.5,3,0.5,20,0,0.3,27.3,2.5,0
133,1,2022-06-01 00:46:31,2022-06-01 01:08:27,4,6.5,1,N,234,7,2,21,3,0.5,0,0,0.3,24.8,2.5,0
134,1,2022-06-01 00:02:38,2022-06-01 00:12:37,0,2.1,1,N,238,41,1,9.5,3,0.5,2,0,0.3,15.3,2.5,0
135,1,2022-06-01 00:14:14,2022-06-01 00:22:59,0,1.6,1,N,41,75,1,8,0.5,0.5,3,0,0.3,12.3,0,0
136,1,2022-06-01 00:19:09,2022-06-01 00:32:54,1,3.6,1,N,114,80,1,14,3,0.5,3.55,0,0.3,21.35,2.5,0
137,1,2022-06-01 00:58:37,2022-06-01 01:11:55,1,3.1,1,N,158,233,1,12,3,0.5,3.15,0,0.3,18.95,2.5,0
138,2,2022-06-01 00:22:37,2022-06-01 00:32:55,1,3.09,1,N,148,209,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5,0
139,2,2022-06-01 00:38:56,2022-06-01 01:03:38,1,4.59,1,N,231,230,1,19,0.5,0.5,4.56,0,0.3,27.36,2.5,0
140,2,2022-06-01 00:15:43,2022-06-01 00:47:35,1,20.09,2,N,132,244,1,52,0,0.5,15.15,6.55,0.3,75.75,0,1.25
141,1,2022-06-01 00:10:04,2022-06-01 00:25:22,1,4.1,1,N,255,107,1,15.5,3,0.5,3.85,0,0.3,23.15,2.5,0
142,2,2022-06-01 00:08:48,2022-06-01 00:32:18,1,16.02,1,N,163,51,1,43,0.5,0.5,5,0,0.3,51.8,2.5,0
143,2,2022-06-01 00:12:20,2022-06-01 00:16:00,1,1.07,1,N,48,142,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5,0
144,2,2022-06-01 00:28:18,2022-06-01 00:51:25,1,3.83,1,N,113,163,1,17.5,0.5,0.5,2,0,0.3,23.3,2.5,0
145,2,2022-06-01 00:20:25,2022-06-01 00:44:11,1,6.67,1,N,234,89,1,23,0.5,0.5,5.36,0,0.3,32.16,2.5,0
146,2,2022-06-01 00:20:00,2022-06-01 00:39:41,3,8.84,1,N,138,162,1,26.5,0.5,0.5,6.06,0,0.3,37.61,2.5,1.25
147,1,2022-06-01 00:23:02,2022-06-01 00:48:28,1,7,1,N,249,61,1,23,3,0.5,0,0,0.3,26.8,2.5,0
148,1,2022-06-01 00:02:51,2022-06-01 00:05:55,2,0.6,1,N,140,140,3,4.5,3,0.5,0,0,0.3,8.3,2.5,0
149,1,2022-06-01 00:11:48,2022-06-01 00:16:59,1,0.6,1,N,140,262,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5,0
150,2,2022-06-01 00:55:02,2022-06-01 01:06:49,1,2.36,1,N,37,61,1,10,0.5,0.5,0,0,0.3,11.3,0,0
151,2,2022-06-01 00:27:14,2022-06-01 01:03:13,1,42.34,4,N,132,265,1,64.5,0.5,0.5,14.47,6.55,0.3,88.07,0,1.25
152,2,2022-06-01 00:57:02,2022-06-01 01:32:35,1,21.29,2,N,132,13,1,52,0,0.5,11.31,0,0.3,67.86,2.5,1.25
153,2,2022-06-01 00:10:27,2022-06-01 00:12:00,1,0.05,1,N,141,141,3,-2.5,-0.5,-0.5,0,0,-0.3,-6.3,-2.5,0
154,2,2022-06-01 00:10:27,2022-06-01 00:12:00,1,0.05,1,N,141,141,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5,0
155,1,2022-06-01 00:15:10,2022-06-01 00:20:24,1,0.7,1,N,186,170,1,5.5,3,0.5,2.3,0,0.3,11.6,2.5,0
156,1,2022-06-01 00:27:28,2022-06-01 00:48:27,1,5.5,1,N,233,231,1,20.5,3,0.5,4.85,0,0.3,29.15,2.5,0
157,2,2022-06-01 00:35:52,2022-06-01 00:59:36,2,9.29,1,N,132,102,2,28.5,0.5,0.5,0,0,0.3,31.05,0,1.25
158,2,2022-06-01 00:17:12,2022-06-01 00:46:53,1,19.54,2,N,132,75,1,52,0,0.5,11.87,6.55,0.3,72.47,0,1.25
159,1,2022-06-01 00:33:15,2022-06-01 00:40:44,2,2.6,1,N,65,211,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5,0
160,2,2022-06-01 00:25:34,2022-06-01 00:57:23,1,15.47,1,N,132,145,1,45.5,0.5,0.5,9.36,0,0.3,57.41,0,1.25
161,2,2022-06-01 00:02:48,2022-06-01 00:17:34,1,8.21,1,N,138,170,1,23.5,0.5,0.5,6.77,6.55,0.3,41.87,2.5,1.25
162,2,2022-06-01 00:18:39,2022-06-01 00:27:22,3,1.36,1,N,170,68,2,7,0.5,0.5,0,0,0.3,10.8,2.5,0
163,1,2022-06-01 00:46:36,2022-06-01 00:53:18,1,2.7,1,N,140,107,1,9.5,3,0.5,3.5,0,0.3,16.8,2.5,0
164,1,2022-06-01 00:57:27,2022-06-01 01:09:00,1,2.9,1,N,170,239,1,11.5,3,0.5,3.05,0,0.3,18.35,2.5,0
165,2,2022-06-01 00:04:45,2022-06-01 00:21:52,1,6.97,1,N,114,260,1,22.5,0.5,0.5,5.26,0,0.3,31.56,2.5,0
166,2,2022-06-01 00:09:21,2022-06-01 00:17:26,1,1.78,1,N,161,141,1,8,0.5,0.5,1,0,0.3,12.8,2.5,0
167,2,2022-06-01 00:26:12,2022-06-01 00:35:00,1,3.18,1,N,161,151,1,10.5,0.5,0.5,2,0,0.3,16.3,2.5,0
168,2,2022-06-01 01:03:14,2022-06-01 01:13:15,1,3.85,1,N,144,140,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5,0
169,1,2022-06-01 00:11:29,2022-06-01 00:28:46,1,3.5,1,N,144,246,1,15,3,0.5,0,0,0.3,18.8,2.5,0
170,2,2022-06-01 00:02:09,2022-06-01 00:19:34,1,5.5,1,N,236,119,1,17.5,0.5,0.5,4.26,0,0.3,25.56,2.5,0
171,2,2022-06-01 00:10:20,2022-06-01 00:43:08,1,11.59,1,N,132,17,1,35.5,0.5,0.5,5,0,0.3,43.05,0,1.25
172,2,2022-06-01 00:05:09,2022-06-01 00:15:34,2,2.82,1,N,48,24,1,11,0.5,0.5,4.44,0,0.3,19.24,2.5,0
173,2,2022-06-01 00:02:40,2022-06-01 00:20:45,1,8.97,1,N,138,212,2,26.5,0.5,0.5,0,6.55,0.3,35.6,0,1.25
174,2,2022-06-01 00:23:57,2022-06-01 00:45:48,1,10.28,1,N,138,4,1,30,0.5,0.5,8.32,6.55,0.3,49.92,2.5,1.25
175,2,2022-06-01 00:07:15,2022-06-01 00:10:32,1,0.41,1,N,163,230,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5,0
176,2,2022-06-01 00:30:40,2022-06-01 00:49:02,2,3.47,1,N,163,79,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5,0
177,2,2022-06-01 00:52:40,2022-06-01 00:57:07,1,0.88,1,N,4,107,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5,0
178,2,2022-06-01 00:20:57,2022-06-01 00:25:00,1,0.4,1,N,230,48,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,0
179,2,2022-06-01 00:57:29,2022-06-01 01:04:18,2,1.54,1,N,246,48,1,7,0.5,0.5,0.01,0,0.3,10.81,2.5,0
180,2,2022-06-01 00:19:45,2022-06-01 00:28:53,2,1.58,1,N,141,262,1,8.5,0.5,0.5,1.84,0,0.3,14.14,2.5,0
181,2,2022-06-01 00:34:32,2022-06-01 00:40:14,2,1.68,1,N,140,236,2,7,0.5,0.5,0,0,0.3,10.8,2.5,0
182,2,2022-06-01 00:42:42,2022-06-01 00:46:38,3,1.13,1,N,263,75,1,5.5,0.5,0.5,2.32,0,0.3,11.62,2.5,0
183,2,2022-06-01 00:41:56,2022-06-01 00:57:41,1,9.76,1,N,138,162,1,27.5,0.5,0.5,5.86,6.55,0.3,44.96,2.5,1.25
184,2,2022-06-01 00:06:48,2022-06-01 00:09:55,1,0.95,1,N,141,262,2,5,0.5,0.5,0,0,0.3,8.8,2.5,0
185,2,2022-05-31 23:52:26,2022-05-31 23:52:45,1,0.03,1,N,48,48,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5,0
186,2,2022-06-01 00:23:16,2022-06-01 01:09:56,1,21.4,2,N,132,243,1,52,0,0.5,0.02,6.55,0.3,60.62,0,1.25
187,1,2022-06-01 00:20:33,2022-06-01 00:23:07,1,0.8,1,N,170,233,2,4.5,3,0.5,0,0,0.3,8.3,2.5,0
188,2,2022-06-01 00:16:18,2022-06-01 00:28:47,2,3.31,1,N,186,263,1,12.5,0.5,0.5,3.8,0,0.3,20.1,2.5,0
